shipment_id,order_id,supplier_id,destination_warehouse_id,carrier_id,order_date,promised_delivery_date,actual_delivery_date,transit_days,promised_transit_days,on_time_flag,in_full_flag,weight_kg,quantity_units,freight_cost_usd,damage_reported_flag,delay_reason,shipment_status,transit_delay_days,otif_compliance_flag,freight_cost_per_kg,delivery_month
SHP-2026-04327,ORD-31403,SUP-022,WH-TYO-08,CAR-003,2026-06-13 07:00:00,2026-07-08,2026-07-08,25,25,1,1,4151.72,129,3727.17,0,,Delivered,0,1,0.8977,2026-07
SHP-2026-04328,ORD-58236,SUP-006,WH-DAL-03,CAR-001,2026-06-10 20:00:00,2026-06-14,2026-06-12,2,4,1,1,4304.1,325,11669.82,0,,Delivered,-2,1,2.7113,2026-06
SHP-2026-04329,ORD-23863,SUP-012,WH-FRA-05,CAR-007,2026-01-21 07:00:00,2026-01-26,2026-01-26,5,5,1,1,2870.74,32,6179.98,0,,Delivered,0,1,2.1527,2026-01
SHP-2026-04330,ORD-37929,SUP-001,WH-DAL-03,CAR-005,2026-04-28 19:00:00,2026-05-08,2026-05-07,9,10,1,1,1315.93,182,2512.47,0,,Delivered,-1,1,1.9093,2026-05
SHP-2026-04331,ORD-45502,SUP-037,WH-SIN-07,CAR-003,2026-02-02 07:00:00,2026-03-04,2026-03-02,28,30,1,1,1530.49,61,1417.86,0,,Delivered,-2,1,0.9264,2026-03
SHP-2026-04332,ORD-86736,SUP-035,WH-FRA-05,CAR-007,2026-06-26 20:00:00,2026-06-30,2026-07-03,7,4,0,1,417.66,156,1006.52,0,Documentation Error,Delivered,3,0,2.4099,2026-07
SHP-2026-04333,ORD-29231,SUP-018,WH-FRA-05,CAR-006,2026-06-21 20:00:00,2026-06-30,2026-06-28,7,9,1,1,2692.41,160,3805.34,0,,Delivered,-2,1,1.4134,2026-06
SHP-2026-04334,ORD-84580,SUP-032,WH-SEA-01,CAR-005,2026-03-06 18:00:00,2026-03-16,2026-03-16,10,10,1,1,3071.05,194,5558.84,0,,Delivered,0,1,1.8101,2026-03
SHP-2026-04335,ORD-50561,SUP-017,WH-FRA-05,CAR-001,2026-04-09 11:00:00,2026-04-11,2026-04-10,1,2,1,1,1200.75,420,3018.89,0,,Delivered,-1,1,2.5142,2026-04
SHP-2026-04336,ORD-40059,SUP-019,WH-SYD-09,CAR-002,2026-03-23 08:00:00,2026-03-27,2026-04-03,11,4,0,1,1736.13,463,6239.77,0,Carrier Breakdown,Delivered,7,0,3.5941,2026-04
SHP-2026-04337,ORD-89870,SUP-016,WH-SEA-01,CAR-005,2026-01-22 13:00:00,2026-01-30,2026-01-30,8,8,1,1,1107.3,124,2090.44,0,,Delivered,0,1,1.8879,2026-01
SHP-2026-04338,ORD-67841,SUP-022,WH-DXB-10,CAR-008,2026-03-08 14:00:00,2026-03-13,2026-03-12,4,5,1,1,2207.78,77,4773.17,0,,Delivered,-1,1,2.162,2026-03
SHP-2026-04339,ORD-22837,SUP-017,WH-CHI-02,CAR-006,2026-02-08 08:00:00,2026-02-14,2026-02-20,12,6,0,1,3238.77,356,5613.81,0,Weather Disruption,Delivered,6,0,1.7333,2026-02
SHP-2026-04340,ORD-88538,SUP-031,WH-DAL-03,CAR-005,2026-02-05 08:00:00,2026-02-10,2026-02-09,4,5,1,1,4116.21,162,6577.18,0,,Delivered,-1,1,1.5979,2026-02
SHP-2026-04341,ORD-97037,SUP-014,WH-TYO-08,CAR-006,2026-05-03 06:00:00,2026-05-12,2026-05-19,16,9,0,1,767.32,483,1241.59,0,Customs Hold,Delivered,7,0,1.6181,2026-05
SHP-2026-04342,ORD-56711,SUP-030,WH-SYD-09,CAR-008,2026-02-23 09:00:00,2026-03-01,2026-03-02,7,6,0,1,1569.55,337,3074.5,0,Documentation Error,Delivered,1,0,1.9588,2026-03
SHP-2026-04343,ORD-17987,SUP-027,WH-SYD-09,CAR-003,2026-02-27 08:00:00,2026-03-18,2026-03-17,18,19,1,1,3610.44,199,3471.75,0,,Delivered,-1,1,0.9616,2026-03
SHP-2026-04344,ORD-23069,SUP-049,WH-SYD-09,CAR-006,2026-05-10 15:00:00,2026-05-19,2026-05-17,7,9,1,1,4380.91,280,7231.16,0,,Delivered,-2,1,1.6506,2026-05
SHP-2026-04345,ORD-63967,SUP-012,WH-DXB-10,CAR-005,2026-05-24 07:00:00,2026-05-31,2026-05-29,5,7,1,1,2543.27,409,4386.6,0,,Delivered,-2,1,1.7248,2026-05
SHP-2026-04346,ORD-22948,SUP-013,WH-FRA-05,CAR-004,2026-06-18 20:00:00,2026-06-22,2026-06-21,3,4,1,1,919.83,356,2356.01,0,,Delivered,-1,1,2.5614,2026-06
SHP-2026-04347,ORD-14185,SUP-009,WH-DXB-10,CAR-008,2026-06-10 06:00:00,2026-06-16,2026-06-20,10,6,0,1,1345.13,110,2446.46,0,Customs Hold,Delivered,4,0,1.8188,2026-06
SHP-2026-04348,ORD-95895,SUP-044,WH-SEA-01,CAR-002,2026-04-28 09:00:00,2026-04-30,2026-04-30,2,2,1,1,645.31,11,2189.27,0,,Delivered,0,1,3.3926,2026-04
SHP-2026-04349,ORD-20952,SUP-020,WH-TYO-08,CAR-003,2026-03-07 13:00:00,2026-04-02,2026-03-31,24,26,1,1,3328.49,70,3329.53,0,,Delivered,-2,1,1.0003,2026-03
SHP-2026-04350,ORD-24612,SUP-032,WH-DAL-03,CAR-006,2026-06-08 18:00:00,2026-06-16,2026-06-15,7,8,1,1,4208.7,35,7546.62,0,,Delivered,-1,1,1.7931,2026-06
SHP-2026-04351,ORD-92379,SUP-031,WH-DXB-10,CAR-003,2026-02-11 10:00:00,2026-03-05,2026-03-04,21,22,1,1,835.34,206,646.98,0,,Delivered,-1,1,0.7745,2026-03
SHP-2026-04352,ORD-17385,SUP-010,WH-CHI-02,CAR-006,2026-05-19 09:00:00,2026-05-23,2026-05-31,12,4,0,1,2304.96,228,3481.82,0,Port Congestion,Delivered,8,0,1.5106,2026-05
SHP-2026-04353,ORD-26574,SUP-004,WH-CHI-02,CAR-001,2026-04-06 10:00:00,2026-04-10,2026-04-10,4,4,1,1,2127.13,69,5299.83,0,,Delivered,0,1,2.4915,2026-04
SHP-2026-04354,ORD-80443,SUP-025,WH-ROT-04,CAR-002,2026-02-05 11:00:00,2026-02-10,2026-02-10,5,5,1,1,4423.97,207,12422.48,0,,Delivered,0,1,2.808,2026-02
SHP-2026-04355,ORD-69117,SUP-020,WH-LON-06,CAR-008,2026-03-03 15:00:00,2026-03-13,2026-03-12,9,10,1,1,4472.09,148,8033.71,0,,Delivered,-1,1,1.7964,2026-03
SHP-2026-04356,ORD-80248,SUP-024,WH-CHI-02,CAR-005,2026-05-09 07:00:00,2026-05-19,2026-05-19,10,10,1,1,4170.18,313,6802.63,0,,Delivered,0,1,1.6313,2026-05
SHP-2026-04357,ORD-14100,SUP-027,WH-DAL-03,CAR-004,2026-02-19 19:00:00,2026-02-24,2026-02-23,4,5,1,1,3722.93,315,8982.8,0,,Delivered,-1,1,2.4128,2026-02
SHP-2026-04358,ORD-83006,SUP-004,WH-ROT-04,CAR-002,2026-02-09 12:00:00,2026-02-12,2026-02-12,3,3,1,1,1665.03,242,5239.42,0,,Delivered,0,1,3.1467,2026-02
SHP-2026-04359,ORD-74790,SUP-011,WH-DAL-03,CAR-006,2026-02-09 15:00:00,2026-02-14,2026-02-13,4,5,1,1,1548.16,370,2659.09,0,,Delivered,-1,1,1.7176,2026-02
SHP-2026-04360,ORD-54345,SUP-005,WH-SIN-07,CAR-004,2026-04-21 15:00:00,2026-04-23,2026-04-22,1,2,1,1,4052.23,37,12491.77,0,,Delivered,-1,1,3.0827,2026-04
SHP-2026-04361,ORD-60328,SUP-048,WH-ROT-04,CAR-006,2026-03-14 08:00:00,2026-03-24,2026-03-23,9,10,1,1,758.47,233,1357.57,0,,Delivered,-1,1,1.7899,2026-03
SHP-2026-04362,ORD-53952,SUP-027,WH-DAL-03,CAR-003,2026-06-28 13:00:00,2026-07-22,2026-07-27,29,24,0,1,2666.78,192,2228.79,0,Port Congestion,In Transit,5,0,0.8358,2026-07
SHP-2026-04363,ORD-68968,SUP-047,WH-DAL-03,CAR-005,2026-02-13 17:00:00,2026-02-17,2026-02-16,3,4,1,1,1210.22,197,2533.57,0,,Delivered,-1,1,2.0935,2026-02
SHP-2026-04364,ORD-77053,SUP-025,WH-SYD-09,CAR-001,2026-03-11 09:00:00,2026-03-16,2026-03-23,12,5,0,1,3140.99,445,7362.32,0,Weather Disruption,Delivered,7,0,2.3439,2026-03
SHP-2026-04365,ORD-58564,SUP-015,WH-DXB-10,CAR-008,2026-01-18 07:00:00,2026-01-25,2026-01-31,13,7,0,1,3814.13,462,6847.04,0,Port Congestion,Delivered,6,0,1.7952,2026-01
SHP-2026-04366,ORD-44224,SUP-007,WH-DAL-03,CAR-002,2026-06-13 17:00:00,2026-06-17,2026-06-17,4,4,1,1,1185.05,21,3409.21,0,,Delivered,0,1,2.8768,2026-06
SHP-2026-04367,ORD-58395,SUP-040,WH-ROT-04,CAR-008,2026-01-16 17:00:00,2026-01-24,2026-01-22,6,8,1,1,169.04,133,356.94,0,,Delivered,-2,1,2.1116,2026-01
SHP-2026-04368,ORD-73322,SUP-028,WH-LON-06,CAR-004,2026-03-08 11:00:00,2026-03-12,2026-03-11,3,4,1,1,1710.1,304,4819.21,0,,Delivered,-1,1,2.8181,2026-03
SHP-2026-04369,ORD-60409,SUP-023,WH-FRA-05,CAR-003,2026-03-16 20:00:00,2026-04-05,2026-04-03,18,20,1,1,4426.62,444,4211.75,0,,Delivered,-2,1,0.9515,2026-04
SHP-2026-04370,ORD-69391,SUP-031,WH-SYD-09,CAR-003,2026-03-25 12:00:00,2026-04-20,2026-04-19,25,26,1,1,3993.61,41,3592.81,0,,Delivered,-1,1,0.8996,2026-04
SHP-2026-04371,ORD-67551,SUP-031,WH-SYD-09,CAR-007,2026-02-16 18:00:00,2026-02-20,2026-02-18,2,4,1,1,526.12,288,1170.02,0,,Delivered,-2,1,2.2239,2026-02
SHP-2026-04372,ORD-47146,SUP-024,WH-SYD-09,CAR-005,2026-01-28 07:00:00,2026-02-07,2026-02-05,8,10,1,1,4068.32,448,7858.55,0,,Delivered,-2,1,1.9316,2026-02
SHP-2026-04373,ORD-23828,SUP-005,WH-SIN-07,CAR-008,2026-06-15 17:00:00,2026-06-24,2026-06-22,7,9,1,1,736.65,120,1363.98,0,,Delivered,-2,1,1.8516,2026-06
SHP-2026-04374,ORD-73681,SUP-047,WH-SEA-01,CAR-001,2026-02-07 17:00:00,2026-02-11,2026-02-09,2,4,1,1,1766.15,420,4307.38,0,,Delivered,-2,1,2.4389,2026-02
SHP-2026-04375,ORD-12638,SUP-004,WH-LON-06,CAR-008,2026-04-04 09:00:00,2026-04-14,2026-04-12,8,10,1,1,3246.56,123,6083.5,0,,Delivered,-2,1,1.8738,2026-04
SHP-2026-04376,ORD-96049,SUP-020,WH-CHI-02,CAR-005,2026-04-15 10:00:00,2026-04-25,2026-04-23,8,10,1,1,4312.18,298,7148.73,0,,Delivered,-2,1,1.6578,2026-04
SHP-2026-04377,ORD-30144,SUP-043,WH-FRA-05,CAR-002,2026-01-15 09:00:00,2026-01-20,2026-01-18,3,5,1,1,4290.68,409,13517.67,0,,Delivered,-2,1,3.1505,2026-01
SHP-2026-04378,ORD-70280,SUP-003,WH-SYD-09,CAR-005,2026-01-19 07:00:00,2026-01-26,2026-01-30,11,7,0,1,3389.37,258,7028.01,0,Weather Disruption,Delivered,4,0,2.0735,2026-01
SHP-2026-04379,ORD-23838,SUP-027,WH-CHI-02,CAR-005,2026-04-28 15:00:00,2026-05-02,2026-05-01,3,4,1,1,3608.6,120,6127.1,0,,Delivered,-1,1,1.6979,2026-05
SHP-2026-04380,ORD-93527,SUP-029,WH-SIN-07,CAR-003,2026-03-30 15:00:00,2026-04-19,2026-04-18,19,20,1,1,4172.82,18,3281.95,0,,Delivered,-1,1,0.7865,2026-04
SHP-2026-04381,ORD-98550,SUP-031,WH-DXB-10,CAR-008,2026-03-16 06:00:00,2026-03-20,2026-03-19,3,4,1,1,294.96,77,575.19,0,,Delivered,-1,1,1.9501,2026-03
SHP-2026-04382,ORD-15375,SUP-048,WH-SIN-07,CAR-007,2026-01-19 14:00:00,2026-01-21,2026-01-21,2,2,1,1,2393.58,134,5034.66,0,,Delivered,0,1,2.1034,2026-01
SHP-2026-04383,ORD-38596,SUP-004,WH-SEA-01,CAR-008,2026-01-06 07:00:00,2026-01-10,2026-01-10,4,4,1,1,639.22,369,1105.71,0,,Delivered,0,1,1.7298,2026-01
SHP-2026-04384,ORD-45207,SUP-021,WH-DXB-10,CAR-001,2026-01-25 19:00:00,2026-01-27,2026-01-29,4,2,0,1,4093.56,299,11234.55,0,Documentation Error,Delivered,2,0,2.7444,2026-01
SHP-2026-04385,ORD-24402,SUP-001,WH-DXB-10,CAR-002,2026-04-08 20:00:00,2026-04-13,2026-04-11,3,5,1,1,4059.44,30,14508.73,0,,Delivered,-2,1,3.5741,2026-04
SHP-2026-04386,ORD-57553,SUP-006,WH-FRA-05,CAR-005,2026-01-21 18:00:00,2026-01-31,2026-01-30,9,10,1,1,1070.71,86,1787.25,0,,Delivered,-1,1,1.6692,2026-01
SHP-2026-04387,ORD-73528,SUP-017,WH-CHI-02,CAR-007,2026-02-04 20:00:00,2026-02-08,2026-02-07,3,4,1,1,590.87,65,1282.79,0,,Delivered,-1,1,2.171,2026-02
SHP-2026-04388,ORD-30536,SUP-021,WH-SEA-01,CAR-003,2026-03-06 19:00:00,2026-03-28,2026-03-26,20,22,1,1,1787.61,90,1516.51,0,,Delivered,-2,1,0.8483,2026-03
SHP-2026-04389,ORD-32364,SUP-021,WH-CHI-02,CAR-003,2026-03-09 16:00:00,2026-04-04,2026-04-12,34,26,0,1,2798.71,11,2833.92,0,Carrier Breakdown,Delivered,8,0,1.0126,2026-04
SHP-2026-04390,ORD-92491,SUP-017,WH-FRA-05,CAR-003,2026-06-16 18:00:00,2026-07-06,2026-07-06,20,20,1,1,4343.6,69,3521.6,0,,Delivered,0,1,0.8108,2026-07
SHP-2026-04391,ORD-37047,SUP-033,WH-LON-06,CAR-005,2026-04-24 13:00:00,2026-04-28,2026-04-28,4,4,1,1,733.67,215,1215.07,0,,Delivered,0,1,1.6562,2026-04
SHP-2026-04392,ORD-50268,SUP-001,WH-DXB-10,CAR-003,2026-03-02 07:00:00,2026-04-01,2026-03-31,29,30,1,1,1942.64,428,1848.75,0,,Delivered,-1,1,0.9517,2026-03
SHP-2026-04393,ORD-49227,SUP-012,WH-SYD-09,CAR-003,2026-05-11 17:00:00,2026-06-05,2026-06-04,24,25,1,1,4108.49,32,3787.25,0,,Delivered,-1,1,0.9218,2026-06
SHP-2026-04394,ORD-92938,SUP-015,WH-DXB-10,CAR-007,2026-01-09 17:00:00,2026-01-14,2026-01-13,4,5,1,1,3421.51,300,7408.62,0,,Delivered,-1,1,2.1653,2026-01
SHP-2026-04395,ORD-64398,SUP-042,WH-DAL-03,CAR-007,2026-03-21 19:00:00,2026-03-23,2026-03-22,1,2,1,1,234.96,262,561.31,0,,Delivered,-1,1,2.389,2026-03
SHP-2026-04396,ORD-25471,SUP-017,WH-FRA-05,CAR-006,2026-03-24 16:00:00,2026-04-01,2026-03-30,6,8,1,1,1405.84,249,2155.39,0,,Delivered,-2,1,1.5332,2026-03
SHP-2026-04397,ORD-70851,SUP-008,WH-ROT-04,CAR-008,2026-03-30 09:00:00,2026-04-05,2026-04-03,4,6,1,1,3371.39,441,6009.85,0,,Delivered,-2,1,1.7826,2026-04
SHP-2026-04398,ORD-47949,SUP-050,WH-ROT-04,CAR-003,2026-02-14 18:00:00,2026-03-11,2026-03-10,24,25,1,1,4325.85,385,3592.83,0,,Delivered,-1,1,0.8305,2026-03
SHP-2026-04399,ORD-34786,SUP-020,WH-DAL-03,CAR-008,2026-06-02 18:00:00,2026-06-12,2026-06-11,9,10,1,1,3114.24,150,5777.64,0,,Delivered,-1,1,1.8552,2026-06
SHP-2026-04400,ORD-36377,SUP-010,WH-SEA-01,CAR-001,2026-06-14 07:00:00,2026-06-18,2026-06-17,3,4,1,1,1502.29,298,4252.37,0,,Delivered,-1,1,2.8306,2026-06
SHP-2026-04401,ORD-31222,SUP-014,WH-SYD-09,CAR-003,2026-02-04 09:00:00,2026-02-26,2026-02-25,21,22,1,1,3268.44,208,2682.35,0,,Delivered,-1,1,0.8207,2026-02
SHP-2026-04402,ORD-90576,SUP-024,WH-DAL-03,CAR-007,2026-05-04 16:00:00,2026-05-08,2026-05-06,2,4,1,1,711.98,413,1348.02,0,,Delivered,-2,1,1.8933,2026-05
SHP-2026-04403,ORD-73153,SUP-008,WH-SYD-09,CAR-001,2026-02-21 09:00:00,2026-02-26,2026-02-26,5,5,1,1,3575.9,197,8089.84,0,,Delivered,0,1,2.2623,2026-02
SHP-2026-04404,ORD-56354,SUP-020,WH-SEA-01,CAR-002,2026-01-23 07:00:00,2026-01-25,2026-01-24,1,2,1,1,530.4,88,1667.48,0,,Delivered,-1,1,3.1438,2026-01
SHP-2026-04405,ORD-18415,SUP-011,WH-ROT-04,CAR-005,2026-05-21 07:00:00,2026-05-25,2026-05-24,3,4,1,1,3945.1,182,8117.88,0,,Delivered,-1,1,2.0577,2026-05
SHP-2026-04406,ORD-58580,SUP-039,WH-SIN-07,CAR-004,2026-04-25 20:00:00,2026-04-29,2026-05-07,12,4,0,1,3401.76,71,9975.93,0,Documentation Error,Delivered,8,0,2.9326,2026-05
SHP-2026-04407,ORD-28130,SUP-042,WH-CHI-02,CAR-001,2026-06-04 14:00:00,2026-06-06,2026-06-11,7,2,0,1,1033.27,245,2305.32,0,Carrier Breakdown,Delivered,5,0,2.2311,2026-06
SHP-2026-04408,ORD-35909,SUP-022,WH-SEA-01,CAR-007,2026-04-12 15:00:00,2026-04-16,2026-04-23,11,4,0,1,2513.56,279,6071.64,0,Customs Hold,Delivered,7,0,2.4156,2026-04
SHP-2026-04409,ORD-54525,SUP-029,WH-DAL-03,CAR-007,2026-04-17 17:00:00,2026-04-20,2026-04-20,3,3,1,1,440.35,392,900.64,0,,Delivered,0,1,2.0453,2026-04
SHP-2026-04410,ORD-14028,SUP-006,WH-ROT-04,CAR-008,2026-03-12 07:00:00,2026-03-18,2026-03-18,6,6,1,1,1971.84,78,4262.76,0,,Delivered,0,1,2.1618,2026-03
SHP-2026-04411,ORD-18289,SUP-047,WH-SIN-07,CAR-005,2026-04-08 20:00:00,2026-04-12,2026-04-12,4,4,1,1,2302.64,473,3870.58,0,,Delivered,0,1,1.6809,2026-04
SHP-2026-04412,ORD-96067,SUP-020,WH-SIN-07,CAR-008,2026-02-04 17:00:00,2026-02-12,2026-02-11,7,8,1,1,4091.84,192,8793.37,0,,Delivered,-1,1,2.149,2026-02
SHP-2026-04413,ORD-31225,SUP-016,WH-TYO-08,CAR-005,2026-05-23 18:00:00,2026-05-31,2026-05-30,7,8,1,1,644.44,311,1186.97,0,,Delivered,-1,1,1.8419,2026-05
SHP-2026-04414,ORD-55196,SUP-039,WH-FRA-05,CAR-006,2026-04-28 20:00:00,2026-05-06,2026-05-04,6,8,1,1,2467.24,418,3538.54,0,,Delivered,-2,1,1.4342,2026-05
SHP-2026-04415,ORD-72026,SUP-047,WH-FRA-05,CAR-001,2026-06-16 10:00:00,2026-06-19,2026-06-20,4,3,0,1,1385.92,214,3658.54,0,Weather Disruption,Delivered,1,0,2.6398,2026-06
SHP-2026-04416,ORD-59843,SUP-018,WH-TYO-08,CAR-006,2026-04-06 09:00:00,2026-04-14,2026-04-12,6,8,1,1,189.49,370,285.35,0,,Delivered,-2,1,1.5059,2026-04
SHP-2026-04417,ORD-11100,SUP-048,WH-SIN-07,CAR-003,2026-04-21 15:00:00,2026-05-11,2026-05-11,20,20,1,1,1104.27,133,940.06,0,,Delivered,0,1,0.8513,2026-05
SHP-2026-04418,ORD-62469,SUP-042,WH-SEA-01,CAR-003,2026-03-30 17:00:00,2026-04-22,2026-04-20,21,23,1,1,1539.3,453,1436.14,0,,Delivered,-2,1,0.933,2026-04
SHP-2026-04419,ORD-14187,SUP-032,WH-ROT-04,CAR-008,2026-06-21 17:00:00,2026-06-26,2026-07-02,11,5,0,1,1435.98,440,2813.97,0,Customs Hold,In Transit,6,0,1.9596,2026-07
SHP-2026-04420,ORD-28621,SUP-048,WH-ROT-04,CAR-002,2026-01-30 07:00:00,2026-02-04,2026-02-03,4,5,1,1,1107.39,295,3302.02,0,,Delivered,-1,1,2.9818,2026-02
SHP-2026-04421,ORD-19164,SUP-008,WH-FRA-05,CAR-003,2026-03-28 07:00:00,2026-04-20,2026-04-19,22,23,1,1,1436.02,463,1301.13,0,,Delivered,-1,1,0.9061,2026-04
SHP-2026-04422,ORD-55850,SUP-015,WH-TYO-08,CAR-002,2026-03-24 16:00:00,2026-03-27,2026-03-25,1,3,1,1,3027.26,52,10362.9,0,,Delivered,-2,1,3.4232,2026-03
SHP-2026-04423,ORD-36489,SUP-022,WH-FRA-05,CAR-003,2026-04-21 08:00:00,2026-05-20,2026-05-20,29,29,1,1,2768.56,111,2672.89,0,,Delivered,0,1,0.9654,2026-05
SHP-2026-04424,ORD-48438,SUP-006,WH-CHI-02,CAR-007,2026-02-09 06:00:00,2026-02-12,2026-02-11,2,3,1,1,2991.17,370,6899.33,0,,Delivered,-1,1,2.3066,2026-02
SHP-2026-04425,ORD-56362,SUP-031,WH-DAL-03,CAR-008,2026-03-26 07:00:00,2026-04-01,2026-03-30,4,6,1,1,2006.84,364,3493.72,0,,Delivered,-2,1,1.7409,2026-03
SHP-2026-04426,ORD-61876,SUP-025,WH-SEA-01,CAR-007,2026-06-07 15:00:00,2026-06-09,2026-06-08,1,2,1,1,621.52,170,1461.61,0,,Delivered,-1,1,2.3517,2026-06
SHP-2026-04427,ORD-51922,SUP-037,WH-SYD-09,CAR-006,2026-03-12 10:00:00,2026-03-16,2026-03-14,2,4,1,1,1102.75,473,1538.01,0,,Delivered,-2,1,1.3947,2026-03
SHP-2026-04428,ORD-11282,SUP-020,WH-SIN-07,CAR-006,2026-01-08 08:00:00,2026-01-15,2026-01-15,7,7,1,1,492.26,376,673.7,0,,Delivered,0,1,1.3686,2026-01
SHP-2026-04429,ORD-66038,SUP-016,WH-ROT-04,CAR-007,2026-02-13 09:00:00,2026-02-17,2026-02-15,2,4,1,1,1497.75,314,2992.78,0,,Delivered,-2,1,1.9982,2026-02
SHP-2026-04430,ORD-20293,SUP-006,WH-LON-06,CAR-007,2026-02-21 17:00:00,2026-02-23,2026-02-22,1,2,1,1,3662.64,273,8767.22,0,,Delivered,-1,1,2.3937,2026-02
SHP-2026-04431,ORD-98534,SUP-044,WH-FRA-05,CAR-005,2026-03-24 10:00:00,2026-03-30,2026-03-30,6,6,1,1,181.96,159,330.93,0,,Delivered,0,1,1.8187,2026-03
SHP-2026-04432,ORD-23143,SUP-031,WH-TYO-08,CAR-008,2026-03-16 07:00:00,2026-03-25,2026-03-24,8,9,1,1,3707.14,415,7711.93,0,,Delivered,-1,1,2.0803,2026-03
SHP-2026-04433,ORD-66826,SUP-007,WH-SYD-09,CAR-004,2026-04-13 09:00:00,2026-04-16,2026-04-15,2,3,1,1,1036.53,465,3060.36,0,,Delivered,-1,1,2.9525,2026-04
SHP-2026-04434,ORD-17648,SUP-022,WH-ROT-04,CAR-001,2026-04-27 17:00:00,2026-05-01,2026-04-29,2,4,1,1,3670.66,38,9183.4,0,,Delivered,-2,1,2.5018,2026-04
SHP-2026-04435,ORD-77581,SUP-002,WH-DAL-03,CAR-006,2026-04-27 17:00:00,2026-05-04,2026-05-04,7,7,1,1,4216.73,354,6784.76,0,,Delivered,0,1,1.609,2026-05
SHP-2026-04436,ORD-60527,SUP-028,WH-LON-06,CAR-003,2026-01-21 06:00:00,2026-02-14,2026-02-13,23,24,1,1,1707.41,386,1680.39,0,,Delivered,-1,1,0.9842,2026-02
SHP-2026-04437,ORD-35623,SUP-018,WH-FRA-05,CAR-008,2026-01-28 16:00:00,2026-02-06,2026-02-06,9,9,1,1,3042.57,395,5089.52,0,,Delivered,0,1,1.6728,2026-02
SHP-2026-04438,ORD-99967,SUP-034,WH-DXB-10,CAR-007,2026-03-14 14:00:00,2026-03-17,2026-03-16,2,3,1,1,272.87,44,516.64,0,,Delivered,-1,1,1.8934,2026-03
SHP-2026-04439,ORD-86247,SUP-033,WH-DAL-03,CAR-001,2026-05-05 07:00:00,2026-05-10,2026-05-08,3,5,1,1,3998.87,120,9175.36,0,,Delivered,-2,1,2.2945,2026-05
SHP-2026-04440,ORD-72636,SUP-006,WH-DAL-03,CAR-008,2026-05-25 07:00:00,2026-06-02,2026-06-02,8,8,1,1,2537.69,498,5430.86,0,,Delivered,0,1,2.1401,2026-06
SHP-2026-04441,ORD-77032,SUP-007,WH-DXB-10,CAR-003,2026-04-16 11:00:00,2026-05-04,2026-05-06,20,18,0,0,3329.75,391,2934.95,1,Port Congestion,Delivered,2,0,0.8814,2026-05
SHP-2026-04442,ORD-26868,SUP-046,WH-SEA-01,CAR-007,2026-04-23 16:00:00,2026-04-27,2026-04-27,4,4,1,1,1881.16,410,3918.29,0,,Delivered,0,1,2.0829,2026-04
SHP-2026-04443,ORD-20183,SUP-011,WH-SYD-09,CAR-004,2026-05-11 07:00:00,2026-05-16,2026-05-15,4,5,1,1,3581.65,495,8605.74,0,,Delivered,-1,1,2.4027,2026-05
SHP-2026-04444,ORD-98652,SUP-040,WH-ROT-04,CAR-002,2026-04-28 20:00:00,2026-05-02,2026-05-02,4,4,1,1,1114.84,416,3253.09,0,,Delivered,0,1,2.918,2026-05
SHP-2026-04445,ORD-26716,SUP-023,WH-SIN-07,CAR-003,2026-03-29 15:00:00,2026-04-19,2026-04-18,20,21,1,1,2983.61,451,2330.1,0,,Delivered,-1,1,0.781,2026-04
SHP-2026-04446,ORD-43008,SUP-049,WH-LON-06,CAR-007,2026-04-19 16:00:00,2026-04-23,2026-04-27,8,4,0,1,538.22,58,1074.71,0,Documentation Error,Delivered,4,0,1.9968,2026-04
SHP-2026-04447,ORD-36435,SUP-027,WH-SYD-09,CAR-004,2026-02-14 14:00:00,2026-02-16,2026-02-16,2,2,1,0,1328.6,180,3351.7,1,,Delivered,0,0,2.5227,2026-02
SHP-2026-04448,ORD-66084,SUP-001,WH-FRA-05,CAR-007,2026-05-02 10:00:00,2026-05-07,2026-05-05,3,5,1,1,2012.35,340,4368.58,0,,Delivered,-2,1,2.1709,2026-05
SHP-2026-04449,ORD-26658,SUP-046,WH-LON-06,CAR-005,2026-03-06 14:00:00,2026-03-11,2026-03-19,13,5,0,1,2785.82,100,5203.37,0,Customs Hold,Delivered,8,0,1.8678,2026-03
SHP-2026-04450,ORD-54622,SUP-033,WH-LON-06,CAR-006,2026-05-20 13:00:00,2026-05-27,2026-05-27,7,7,1,1,4054.4,121,6114.49,0,,Delivered,0,1,1.5081,2026-05
SHP-2026-04451,ORD-38723,SUP-020,WH-CHI-02,CAR-004,2026-06-20 12:00:00,2026-06-24,2026-07-01,11,4,0,1,3135.23,480,8851.8,0,Carrier Breakdown,Delivered,7,0,2.8233,2026-07
SHP-2026-04452,ORD-93902,SUP-019,WH-TYO-08,CAR-005,2026-05-03 20:00:00,2026-05-10,2026-05-15,12,7,0,1,785.77,338,1544.62,0,Weather Disruption,Delivered,5,0,1.9657,2026-05
SHP-2026-04453,ORD-65257,SUP-006,WH-ROT-04,CAR-005,2026-01-07 12:00:00,2026-01-13,2026-01-13,6,6,1,1,2768.4,327,5413.88,0,,Delivered,0,1,1.9556,2026-01
